,siteiid,peiid,pedon_id,site_id,obs_date,utmzone,utmeasting,utmnorthing,x,y,horizdatnm,x_std,y_std,gpspositionalerror,describer,pedonpurpose,pedontype,pedlabsampnum,labdatadescflag,tsectstopnum,tsectinterval,utransectid,tsectkind,tsectselmeth,elev_field,slope_field,aspect_field,plantassocnm,earthcovkind1,earthcovkind2,erocl,bedrckdepth,bedrckkind,bedrckhardness,hillslopeprof,geomslopeseg,shapeacross,shapedown,slopecomplex,drainagecl,geomposhill,geomposmntn,geomposflats,slope_shape,classdate,classifier,classtype,taxonname,localphase,taxonkind,seriesstatus,taxpartsize,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,soiltaxedition,osdtypelocflag,taxmoistcl,taxtempregime,taxfamother,psctopdepth,pscbotdepth,selection_method,ecositeid,ecositenm,ecositecorrdate,es_classifier,es_selection_method,umbric.epipedon,argillic.horizon,ochric.epipedon,cambic.horizon,lithic.contact,paralithic.contact,mollic.epipedon,paralithic.materials,kandic.horizon,lithologic.discontinuity,andic.soil.properties,densic.contact,abrupt.textural.change,aquic.conditions,duripan,slickensides,redox.depletions.with.chroma.2.or.less,redox.concentrations,reduced.matrix,densic.materials,volcanic.glass,folistic.epipedon,albic.materials,human.transported.material,strongly.contrasting.particle.size.class,secondary.carbonates,anthropic.epipedon,surface_fgravel,surface_gravel,surface_cobbles,surface_stones,surface_boulders,surface_channers,surface_flagstones,surface_paragravel,surface_paracobbles,landform_string,pmkind,pmorigin,sampled_as,musym,taxclname,correlated,grpiidref,grpname,correlated_matches
23,346944,342445,S09CA009002,S2009CA630CKS001,3/23/2009,10,713136.19,4200626.04,-120.5749969,37.92832947,NAD83,-120.5749969,37.9283333,NA,Chris Savastio,laboratory sampling site,TUD pedon,09N0866,1,NA,NA,NA,NA,NA,1014,22,220,Blue Oak Woodland,NA,NA,NA,110,greenstone,indurated,backslope,NA,linear,linear,simple,well,side slope,NA,NA,linear / linear,12/24/2015,Andrew Paolucci,correlated,Loafercreek,NA,series,tentative,fine-loamy,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,twelfth edition,0,xeric,thermic,NA,9,59,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,hillslope,colluvium & residuum,NA & greenstone,Loafercreek active,NA,"Fine-loamy, mixed, superactive, thermic Ultic Haploxeralfs",Loafercreek,26246,KSSL_Sites_RO2,TRUE
24,346945,338498,S09CA109001,S2009CA630SMM004,3/24/2009,10,719884.52,4194521.47,-120.5,37.87166595,NAD83,-120.5,37.871666,NA,Sue Malone,laboratory sampling site,OSD pedon,09N0868,1,NA,NA,NA,NA,NA,335,12,244,Serpentine Chaparral,NA,NA,NA,82,serpentinite,indurated,backslope,middle third,convex,convex,simple,well,side slope,NA,NA,convex / convex,12/23/2015,Andrew Paolucci,correlated,Crimeahouse,NA,series,tentative,loamy-skeletal,alfisols,xeralfs,haploxeralfs,mollic haploxeralfs,twelfth edition,1,xeric,thermic,NA,8,58,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,hillslope,colluvium & residuum,NA & serpentinite,Crimeahouse,7155,"Loamy-skeletal, magnesic, thermic Mollic Haploxeralfs",Crimeahouse,26246,KSSL_Sites_RO2,TRUE
25,346946,342446,S09CA109005,S2009CA630SMM005,4/3/2009,10,740748.14,4196286.67,-120.2624969,37.88222122,NAD83,-120.2624969,37.8822212,NA,Sue Malone,laboratory sampling site,undefined observation,09N0872,1,NA,NA,NA,NA,NA,705,7,220,Montane Hardwood Conifer\cleared pasture,NA,NA,NA,170,phyllite,moderately,shoulder,upper third,convex,convex,complex,moderately well,nose slope,NA,NA,convex / convex,12/29/2015,Andrew Paolucci,correlated,Typic Haploxerepts,NA,taxon above family,NA,coarse-loamy,inceptisols,xerepts,haploxerepts,typic haploxerepts,twelfth edition,0,xeric,mesic,NA,25,100,most recent,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,eroded fan remnant & hillslope,slope alluvium & colluvium & residuum,NA & phyllite,Haploxerepts coarse-loamy mesic,7210,"Coarse-loamy, mixed, semiactive, mesic Typic Haploxerepts",Typic Haploxerepts,26246,KSSL_Sites_RO2,TRUE
26,374257,365297,S09CA009005,S2009CA630SMM021,8/4/2009,10,726686.77,4243838.33,-120.4072266,38.31388855,NAD83,-120.4072189,38.3138885,NA,Sue Malone,laboratory sampling site,taxadjunct to the series,10N0443,1,NA,NA,NA,NA,NA,1057,10,180,Sierran Mixed Conifer SMC2,NA,NA,NA,NA,NA,NA,summit,NA,convex,linear,simple,well,NA,"mountainflank, upper third",NA,convex / linear,3/20/2018,Andrew Paolucci,correlated,Redapple,NA,taxadjunct,tentative,fine-loamy,ultisols,humults,haplohumults,xeric haplohumults,twelfth edition,0,xeric,mesic,NA,40,90,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,erosion remnant & ridge,volcanic ash & colluvium,"NA & volcanic breccia, unspecified",Andihasset,4040,"Fine-loamy, isotic, mesic Xeric Haplohumults",Redapple,26246,KSSL_Sites_RO2,TRUE
27,374258,365298,S09CA009006,S2009CA630SMM023,8/5/2009,10,728924.58,4241240.16,-120.3824997,38.29000092,NAD83,-120.3824997,38.2900009,NA,Sue Malone,laboratory sampling site,taxadjunct to the series,10N0444,1,NA,NA,NA,NA,NA,1412,12,226,Sierran Mixed Conifer SMC2,NA,NA,NA,NA,NA,NA,summit,NA,convex,linear,simple,well,NA,mountaintop,NA,convex / linear,8/9/2017,Andrew Brown,correlated,Lilygap,NA,taxadjunct,tentative,fine-loamy,alfisols,xeralfs,palexeralfs,vitrandic palexeralfs,twelfth edition,0,xeric,mesic,not used,64,114,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,ridge & erosion remnant,volcanic ash & colluvium,"NA & volcanic breccia, unspecified",Macmerten,4040,"Fine-loamy, isotic, mesic Vitrandic Palexeralfs",Lilygap,26246,KSSL_Sites_RO2,TRUE
28,374259,365299,S09CA009007,S2009CA630SMM024,8/6/2009,10,728965.25,4241709.09,-120.3819427,38.29416656,NAD83,-120.3819427,38.2941666,NA,Sue Malone,laboratory sampling site,OSD pedon,10N0445,1,NA,NA,NA,NA,NA,1345,20,330,Sierran Mixed Conifer SMC2,NA,NA,NA,160,"volcanic breccia, unspecified",moderately,backslope,NA,linear,linear,simple,well,NA,"mountainflank, upper third",NA,linear / linear,11/7/2017,Andrew Brown,correlated,Devilsnose,NA,series,tentative,medial over loamy-skeletal,andisols,xerands,haploxerands,alfic humic haploxerands,twelfth edition,1,xeric,mesic,not used,10,110,most recent,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,mountain slope & erosion remnant,volcanic ash & colluvium & residuum,"NA & volcanic breccia, unspecified",Devilsnose,4048,"Medial over loamy-skeletal, mixed over isotic, mesic Alfic Humic Haploxerands",Devilsnose,26246,KSSL_Sites_RO2,TRUE
29,374590,338020,S2007DWB005,R07CA630DWB005,6/13/2007,10,719802.32,4230200.04,-120.4899979,38.19305801,NAD83,-120.4899979,38.1930542,NA,Dean Burkett,laboratory sampling site,correlates to named soil,10N0447,1,NA,NA,NA,NA,NA,660,47,80,Live Oak Chaparral / Montane,NA,NA,NA,105,"metasedimentary rock, unspecified",moderately,backslope,NA,linear,convex,simple,well,side slope,NA,NA,linear / convex,3/7/2016,Theresa Kunch,correlated,Sheepranch,NA,series,tentative,fine-loamy,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,twelfth edition,0,xeric,NA,NA,30,80,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,hillslope,residuum,"metasedimentary, unspecified","Mesic Ultic Haploxeralfs, fi-lo, deep",8190,"Fine-loamy, mixed, semiactive, mesic Ultic Haploxeralfs",Sheepranch,26246,KSSL_Sites_RO2,TRUE
30,374591,351623,S2007DWB007,R07CA630DWB007,6/20/2007,10,722138.76,4235550.71,-120.4616623,38.24055481,NAD83,-120.4616699,38.2405548,NA,Dean Burkett,laboratory sampling site,taxadjunct to the series,10N0448,1,NA,NA,NA,NA,NA,831,20,70,Mixed Hardwood Conifer Forest,NA,NA,NA,NA,NA,NA,backslope,NA,convex,convex,NA,well,side slope,NA,NA,convex / convex,12/28/2015,Andrew Paolucci,correlated,Nedsgulch,NA,taxadjunct,tentative,fine-loamy,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,twelfth edition,0,xeric,mesic,NA,18,68,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,hillslope,colluvium,"schist, unspecified","Mesic Ultic Palexeralfs, fi-lo, very deep",8172,"Fine-loamy, mixed, semiactive, mesic Ultic Haploxeralfs",Nedsgulch,26246,KSSL_Sites_RO2,TRUE
31,374592,261847,S2007DWB015,R07CA630DWB015,7/18/2007,10,721215,4227529,-120.4748077,38.1685524,NAD83,-120.4748077,38.1685562,NA,Dean Burkett,laboratory sampling site,taxadjunct to the series,10N0449,1,NA,NA,NA,NA,NA,703,12,330,Montane-Hardwood-Conifer,NA,NA,NA,147,"schist, unspecified",moderately,backslope,upper third,convex,convex,NA,well,side slope,NA,NA,convex / convex,12/28/2015,Andrew Paolucci,correlated,Nedsgulch,NA,taxadjunct,tentative,fine-loamy,ultisols,xerults,haploxerults,typic haploxerults,twelfth edition,0,NA,mesic,NA,6,56,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,0,30,0,0,0,hillslope,colluvium,"schist, unspecified","Ultic Haploxeralfs, deep",8171,"Fine-loamy, mixed, semiactive, mesic Typic Haploxerults",Nedsgulch,26246,KSSL_Sites_RO2,TRUE
32,374593,352512,S2008DWB020,R08CA630DWB020,7/8/2008,10,712146.86,4235617.06,-120.5758286,38.24361038,NAD83,-120.5758362,38.2436104,NA,Dean Burkett,laboratory sampling site,taxadjunct to the series,10N0450,1,NA,NA,NA,NA,NA,680,29,40,Mixed Hardwood Conifer Forest,NA,NA,NA,NA,NA,NA,backslope,NA,convex,linear,simple,well,side slope,NA,NA,convex / linear,12/28/2015,Andrew Paolucci,correlated,Nedsgulch,NA,taxadjunct,established,fine-loamy,ultisols,xerults,haploxerults,typic haploxerults,twelfth edition,0,xeric,mesic,NA,11,61,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,hillslope,residuum,"schist, unspecified",Nedsgulch,8172,"Fine-loamy, mixed, semiactive, mesic Typic Haploxerults",Nedsgulch,26246,KSSL_Sites_RO2,TRUE
33,374594,352514,S2008DWB022,R08CA630DWB022,7/15/2008,10,716587.97,4236147.56,-120.5249939,38.2472229,NAD83,-120.5250015,38.2472229,NA,Dean Burkett,laboratory sampling site,correlates to named soil,10N0451,1,NA,NA,NA,NA,NA,823,9,340,Mixed Hardwood Conifer Forest,NA,NA,NA,135,"schist, unspecified",moderately,backslope,NA,convex,concave,NA,well,side slope,NA,NA,convex / concave,12/24/2015,Andrew Paolucci,correlated,Sheepranch,NA,series,tentative,fine-loamy,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,twelfth edition,0,xeric,mesic,not used,14,64,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,ridge,colluvium & residuum,"NA & schist, unspecified",Marjonmine,8160,"Fine-loamy, mixed, semiactive, mesic Ultic Haploxeralfs",Sheepranch,26246,KSSL_Sites_RO2,TRUE
34,374595,365289,S2009BAH003,R09CA630BAH003,5/12/2009,10,745444.93,4185830.16,-120.2127762,37.78694534,NAD83,-120.2127762,37.7869453,NA,Bev Harben,laboratory sampling site,taxadjunct to the series,10N0459,1,NA,NA,NA,NA,NA,1009,44,250,Live Oak Mixed Chapparl,NA,NA,NA,90,phyllite,NA,backslope,NA,linear,linear,simple,well,side slope,NA,NA,linear / linear,12/28/2015,Andrew Paolucci,correlated,Hetchy,NA,series,tentative,loamy-skeletal,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,twelfth edition,0,xeric,thermic,NA,22,72,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,hill,colluvium & residuum,NA & phyllite,Moccasinhill,8177,"Loamy-skeletal, mixed, semiactive, thermic Ultic Haploxeralfs",Hetchy,26246,KSSL_Sites_RO2,TRUE
35,374596,365290,S2009BAH004,R09CA630BAH004,5/13/2009,10,746193.11,4185076.98,-120.2044449,37.77999878,NAD83,-120.2044449,37.7799988,NA,Bev Harben,laboratory sampling site,OSD pedon,10N0898,1,NA,NA,NA,NA,NA,1041,20,116,Sierra Mixed Conifers,NA,NA,NA,80,phyllite,moderately,summit,NA,linear,linear,simple,well,NA,mountaintop,NA,linear / linear,8/27/2018,Andrew Brown,correlated,Bottlehill,NA,series,tentative,loamy-skeletal,ultisols,humults,haplohumults,xeric haplohumults,twelfth edition,1,xeric,mesic,not used,12,62,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,hillslope,residuum,phyllite,Arpatutu,8175,"Loamy-skeletal, mixed, active, mesic Xeric Haplohumults",Bottlehill,26246,KSSL_Sites_RO2,TRUE
36,374597,365291,S2009BJM027,R09CA630BJM027,3/19/2009,10,743113.38,4190933.77,-120.2374954,37.83333206,NAD83,-120.2375031,37.8333321,NA,Ben Marshall,laboratory sampling site,taxadjunct to the series,10N0460,1,NA,NA,NA,NA,NA,917,25,115,Sierra Mixed Confiers,NA,NA,NA,70,phyllite,strongly,backslope,NA,convex,convex,simple,well,side slope,"mountainflank, center third",NA,convex / convex,4/6/2017,Andrew Paolucci,correlated,Wallyhill,NA,taxadjunct,tentative,fine-loamy,ultisols,xerults,haploxerults,typic haploxerults,twelfth edition,0,xeric,mesic,NA,35,70,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,mountain slope,residuum,phyllite,Jackgulch,8161,"Fine-loamy, mixed, semiactive, mesic Typic Haploxerults",Wallyhill,26246,KSSL_Sites_RO2,TRUE
37,374598,366597,S2009BJM035,R09CA630BJM035,4/2/2009,10,743030.91,4189986.12,-120.2386093,37.82500076,NAD83,-120.2386093,37.8250008,NA,Ben Marshall,laboratory sampling site,correlates to named soil,10N0461,1,NA,NA,NA,NA,NA,1007,20,180,Sierra Mixed Conifers,NA,NA,NA,60,phyllite,strongly,toeslope,NA,linear,linear,simple,well,side slope,"mountainflank, lower third",NA,linear / linear,1/29/2015,Theresa Kunch,correlated,Mariposa,NA,series,established,fine-loamy,ultisols,xerults,haploxerults,typic haploxerults,twelfth edition,0,xeric,mesic,NA,11,60,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,15,0,0,0,mountain slope,residuum,phyllite,Jackgulch,8161,"Fine-loamy, mixed, semiactive, mesic Typic Haploxerults",Mariposa,26246,KSSL_Sites_RO2,TRUE
38,374599,365305,S2009BJM052,R09CA630BJM052,5/15/2009,10,746662.78,4185159.57,-120.1991653,37.78055573,NAD83,-120.1991653,37.7805557,NA,Ben Marshall,laboratory sampling site,representative pedon for component,10N0457,1,NA,NA,NA,NA,NA,919,60,30,Sierra Mixed Conifers,NA,NA,NA,60,phyllite,strongly,backslope,NA,linear,concave,simple,well,nose slope,NA,NA,linear / concave,8/27/2018,Andrew Brown,correlated,Bottlehill,NA,series,tentative,loamy-skeletal,ultisols,humults,haplohumults,xeric haplohumults,twelfth edition,0,xeric,mesic,NA,31,60,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,5,0,0,0,mountain slope,colluvium & residuum,phyllite,Arpatutu,8194,"Loamy-skeletal, mixed, active, mesic Xeric Haplohumults",Bottlehill,26246,KSSL_Sites_RO2,TRUE
39,374600,365300,S2009CKS040,R09CA630CKS040,7/16/2009,10,715958.22,4249039.69,-120.5280533,38.36360931,NAD83,-120.5280533,38.3636093,NA,Chris Savastio,laboratory sampling site,correlates to named soil,10N0462,1,NA,NA,NA,NA,NA,2621,33,340,NA,NA,NA,NA,NA,NA,NA,backslope,NA,linear,linear,simple,well,NA,"mountainflank, upper third",NA,linear / linear,12/28/2015,Andrew Paolucci,correlated,Nedsgulch,NA,series,tentative,fine-loamy,alfisols,xeralfs,palexeralfs,ultic palexeralfs,twelfth edition,0,xeric,mesic,NA,14,64,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,mountain slope,colluvium & residuum,"metasedimentary, unspecified",Schaad,8162,"Fine-loamy, mixed, semiactive, mesic Ultic Palexeralfs",Nedsgulch,26246,KSSL_Sites_RO2,TRUE
40,374602,365301,S2009CKS043,R09CA630CKS043,7/21/2009,10,716729.09,4248506.11,-120.5194397,38.35860825,NAD83,-120.5194473,38.3586121,NA,Chris Savastio,laboratory sampling site,taxadjunct to the series,10N0463,1,NA,NA,NA,NA,NA,2643,9,280,NA,NA,NA,NA,NA,NA,NA,shoulder,NA,linear,linear,simple,well,NA,mountaintop,NA,linear / linear,12/24/2015,Andrew Paolucci,correlated,Sites,NA,taxadjunct,tentative,fine,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,twelfth edition,0,xeric,mesic,not used,21,71,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,mountain slope,colluvium & residuum,"metasedimentary, unspecified",Marjonmine,8160,"Fine, parasesquic, mesic Ultic Haploxeralfs",Sites,26246,KSSL_Sites_RO2,TRUE
41,374603,365302,S2009CKS044,R09CA630CKS044,7/21/2009,10,717775.87,4245191.01,-120.5086136,38.32833099,NAD83,-120.5086136,38.3283348,NA,Chris Savastio,laboratory sampling site,correlates to named soil,10N0466,1,NA,NA,NA,NA,NA,2835,18,270,NA,NA,NA,NA,181,"schist, unspecified",moderately,backslope,NA,linear,linear,simple,well,NA,"mountainflank, lower third",NA,linear / linear,12/30/2015,Andrew Paolucci,correlated,Nedsgulch,NA,series,tentative,fine-loamy,alfisols,xeralfs,palexeralfs,ultic palexeralfs,twelfth edition,0,xeric,mesic,NA,34,84,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,mountain slope,colluvium & residuum,"schist, unspecified",Schaad,8161,"Fine-loamy, mixed, semiactive, mesic Ultic Palexeralfs",Nedsgulch,26246,KSSL_Sites_RO2,TRUE
42,374604,365303,S2009CKS049,R09CA630CKS049,8/3/2009,10,716488.15,4236579.28,-120.5258255,38.25111008,NAD83,-120.5258331,38.2511101,NA,Chris Savastio,laboratory sampling site,taxadjunct to the series,10N0464,1,NA,NA,NA,NA,NA,2598,45,170,NA,NA,NA,NA,NA,NA,NA,backslope,NA,linear,linear,simple,well,side slope,NA,NA,linear / linear,12/28/2015,Andrew Paolucci,correlated,Nedsgulch,NA,taxadjunct,established,fine-loamy,ultisols,xerults,haploxerults,typic haploxerults,twelfth edition,0,xeric,mesic,NA,16,66,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,hillslope,colluvium & residuum,"metasedimentary, unspecified",Nedsgulch,8173,"Fine-loamy, mixed, semiactive, mesic Typic Haploxerults",Nedsgulch,26246,KSSL_Sites_RO2,TRUE
43,374605,365304,S2009CKS054,R09CA630CKS054,8/18/2009,10,718102.4,4248955.91,-120.5036087,38.36222076,NAD83,-120.5036087,38.3622208,NA,Chris Savastio,laboratory sampling site,correlates to named soil,10N0465,1,NA,NA,NA,NA,NA,2239,35,345,NA,NA,NA,NA,NA,NA,NA,backslope,NA,linear,linear,simple,well,NA,"mountainflank, lower third",NA,linear / linear,2/19/2016,Andrew Paolucci,correlated,Nedsgulch,NA,series,tentative,fine-loamy,alfisols,xeralfs,palexeralfs,ultic palexeralfs,twelfth edition,0,xeric,mesic,not used,14,64,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,mountain slope,colluvium & residuum,"metasedimentary, unspecified",Schaad,8162,"Fine-loamy, mixed, semiactive, mesic Ultic Palexeralfs",Nedsgulch,26246,KSSL_Sites_RO2,TRUE
44,374606,365296,S2009SMM006,R09CA630SMM006,5/13/2009,10,725362.08,4248617.96,-120.4208298,38.35749817,NAD83,-120.4208298,38.3574982,NA,Sue Malone,laboratory sampling site,correlates to named soil,10N0452,1,NA,NA,NA,NA,NA,957,38,310,Sierra Mixed Conifer SMC1,NA,NA,NA,201,"metasedimentary rock, unspecified",moderately,backslope,middle third,linear,linear,simple,well,NA,"mountainflank, center third",NA,linear / linear,12/28/2015,Andrew Paolucci,correlated,Nedsgulch,NA,series,tentative,fine-loamy,alfisols,xeralfs,palexeralfs,ultic palexeralfs,twelfth edition,0,xeric,mesic,NA,70,120,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,mountain slope,colluvium & residuum,"NA & metasedimentary, unspecified",Schaad,8162,"Fine-loamy, mixed, semiactive, mesic Ultic Palexeralfs",Nedsgulch,26246,KSSL_Sites_RO2,TRUE
45,374607,365292,S2009SMM007,R09CA630SMM007,7/14/2009,10,725960.35,4248330.43,-120.4141693,38.35472107,NAD83,-120.4141693,38.3547211,NA,Sue Malone,laboratory sampling site,representative pedon for component,10N0453,1,NA,NA,NA,NA,NA,962,42,140,Sierran Mixed Conifer SMC3,NA,NA,NA,168,argillite,very strongly,backslope,NA,convex,convex,simple,well,NA,"mountainflank, lower third",NA,convex / convex,12/28/2015,Andrew Paolucci,correlated,Nedsgulch,NA,series,tentative,fine-loamy,alfisols,xeralfs,palexeralfs,ultic palexeralfs,twelfth edition,0,xeric,mesic,NA,41,91,most recent,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,mountain slope,colluvium & residuum,NA & argillite,Schaad warm,8162,"Fine-loamy, mixed, semiactive, mesic Ultic Palexeralfs",Nedsgulch,26246,KSSL_Sites_RO2,TRUE
